REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE83,FAC_ACCURACY,FAC_REFERENCE,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,edf_source,latlon_merge_src,FIPS_CODE,CENSUS_BLOCK_CODE,HDATUM_DESC,GC_postal_code,GC_location_address,GC_location_type,GC_geocode_result,GC_geocode_attempt,GC_lat,GC_lng
110008148646,NA,ECHO/FRS,NA,Y,2050 FUEL STORAGE RD,ALLIED AVIATION FUELING COMPANY OF HOUSTON,HOUSTON,HARRIS,TX,77073,29.984559,ADDRESS MATCHING-HOUSE NUMBER,-95.36569,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,6680911,0,NA,NA,NA,TXD072211352,NA,NA,77205GDNVT2050F,424710,RN103031076,NA,NA,NA,NA,48,NA,29.984559,-95.36569,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110008161416,NA,ECHO,NA,Y,17438 NORTHWEST FWY,JONES ROAD EXXON 69395,JERSEY VILLAGE,HARRIS,TX,77040,29.89051,ADDRESS MATCHING-HOUSE NUMBER,-95.58396,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,0,NA,NA,TXD988030615,NA,NA,0,42471,NA,0,0,0,0,49,0,29.89051,-95.58396,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110008973263,NA,SEMS,NA,Y,300 PORTWALL ST,TYSON FOODS,HOUSTON,HARRIS,TX,77029,29.783931,INTERPOLATION-PHOTO,-95.278823,6,CENTER OF FACILITY,NA,12040104,NA,NA,NA,0,NA,TXR05AH06,NA,NA,NA,TXN000606785,NA,NA,NA,NA,NA,NA,NA,50,NA,29.783931,-95.278823,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009312172,NA,SEMS,NA,Y,8236 TRAVELAIR,URBAN MACHINE,HOUSTON,HARRIS,TX,77061,29.649394,ADDRESS MATCHING-HOUSE NUMBER,-95.286926,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TX0000605265,NA,NA,NA,NA,NA,NA,NA,51,NA,29.649394,-95.286926,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009320751,NA,SEMS,NA,Y,RESIDENTIAL AREAS,MANY DIVERSIFIED RESIDENTIAL AREAS,HOUSTON,HARRIS,TX,77020,29.767778,0,-95.331389,0,0,NA,12040104,NA,NA,NA,18251,NA,NA,NA,NA,NA,TX0002288082,NA,NA,NA,NA,NA,NA,NA,52,NA,29.767778,-95.331389,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009495000,NA,ECHO/FRS,NA,Y,1801 COLLINGSWORTH STREET,LIGHT PRODUCTS TERMINAL,HOUSTON,HARRIS,TX,77009,29.79359,ADDRESS MATCHING-HOUSE NUMBER,-95.34974,30,CENTER OF A FACILITY OR STATION,TX0000004820100104,12040104,NA,NA,NA,8906,NA,TXG341505,NA,TXD000741884,NA,NA,0,424710,RN100250133,NA,NA,NA,NA,53,NA,29.79359,-95.34974,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009496731,NA,ECHO/FRS,NA,Y,14035 INDUSTRIAL RD,JOE D HUGHES,HOUSTON,HARRIS,TX,77015,29.74787,ADDRESS MATCHING-HOUSE NUMBER,-95.17985,30,CENTER OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,TXD008949745,NA,NA,NA,493190,RN100674423,NA,NA,NA,NA,54,NA,29.74787,-95.17985,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009505883,NA,ECHO/FRS,NA,Y,1320 W SHAW AVE,MOTIVA ENTERPRISES LLC PASADENA TERMINAL,PASADENA,HARRIS,TX,77506,29.71247,ADDRESS MATCHING-HOUSE NUMBER,-95.22496,30,CENTER OF A FACILITY OR STATION,TX0000004820100145,12040104,4820100145,NA,4057011,0,NA,NA,NA,TXD000610352,NA,NA,77506PSDNT1320W,424710,RN102862455,NA,NA,NA,NA,55,NA,29.71247,-95.22496,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009780371,NA,ECHO/FRS,NA,Y,"16642 JACINTOPORT BLVD, N.",HOUSTON FUEL OIL TERMINAL,HOUSTON,HARRIS,TX,77015,29.75573,ADDRESS MATCHING-HOUSE NUMBER,-95.1047,30,CENTER OF A FACILITY OR STATION,TX0000004820100356,12040104,NA,NA,4925411,0,NA,NA,NA,TX0000622548,NA,NA,0,493190,RN100223445,NA,NA,NA,NA,56,NA,29.75573,-95.1047,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110010922298,NA,ECHO/FRS,NA,Y,159 LEVEE ROAD,NUSTAR TEXAS CITY NO 2 TERMINAL,TEXAS CITY,GALVESTON,TX,77590,29.363806,INTERPOLATION-MAP,-94.911889,50,POINT WHERE SUBSTANCE IS RELEASED,TX0000004816700034,12040204,NA,NA,NA,0,NA,NA,NA,TXD091936351,NA,NA,0,493190,RN102178613,NA,NA,NA,NA,57,NA,29.363806,-94.911889,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110012702539,NA,ECHO/FRS,NA,Y,8673 MONROE,VALERO HOBBY REFINED PRODUCTS TERMINAL,HOUSTON,HARRIS,TX,77061,29.642439,ADDRESS MATCHING-HOUSE NUMBER,-95.264712,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,"9137811,missing NEI",0,NA,NA,NA,TXR000050963,NA,NA,77061HBBYR8673M,424710,NA,NA,NA,NA,NA,58,NA,29.642439,-95.264712,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110013796721,NA,SEMS,NA,Y,9320 TAVENOR STREET,GULF NUCLEAR - TAVENOR SITE,HOUSTON,HARRIS,TX,77075-2332,29.630802,ADDRESS MATCHING-HOUSE NUMBER,-95.250637,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000605455,NA,NA,NA,NA,NA,NA,NA,59,NA,29.630802,-95.250637,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110013797221,NA,SEMS,NA,Y,202 MEDICAL CENTER BLVD.,WEBSTER - GULF NUCLEAR,WEBSTER,HARRIS,TX,77598,29.54235,ADDRESS MATCHING-HOUSE NUMBER,-95.12456,30,CENTER OF A FACILITY OR STATION,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TX0000605420,NA,NA,NA,NA,NA,NA,NA,60,NA,29.54235,-95.12456,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015679595,NA,ECHO/FRS,NA,Y,1802 N. LOOP 207,MONT BELVIEU UNDERGROUND STORAGE FACILITY,MONT BELVIEU,CHAMBERS,TX,77523,29.856667,INTERPOLATION-PHOTO,-94.894444,25,CENTER OF FACILITY,TX0000004807100047,12040203,4807100047,NA,NA,0,NA,NA,NA,0,NA,NA,0,424710,NA,493190,NA,NA,NA,61,NA,29.856667,-94.894444,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110015685873,NA,EIS - Keep,NA,Y,41 TIDAL RD STE A,DEER PARK PLANT,DEER PARK,HARRIS,TX,77536,29.71727,ADDRESS MATCHING-HOUSE NUMBER,-95.11327,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,4021611,0,NA,NA,NA,0,NA,NA,77536LBRZL41TID,325110,NA,NA,NA,NA,NA,62,NA,29.71727,-95.11327,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017714767,NA,ECHO/FRS,NA,Y,9434 HWY 146 N,MONT BELVIEU EAST PRODUCT HANDLING TERMINAL,BAYTOWN,HARRIS,TX,77523,29.83003,ADDRESS MATCHING-HOUSE NUMBER,-94.896757,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040203,NA,NA,NA,0,NA,NA,NA,0,NA,NA,77520MRTNP9434N,424710,RN104952627,NA,NA,NA,NA,63,NA,29.83003,-94.896757,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110017937580,NA,SEMS,NA,Y,5921 FM 1960 EAST,TEXAS MULCH & TOPSOIL,HUMBLE,HARRIS,TX,77346,29.998596,ADDRESS MATCHING-HOUSE NUMBER,-95.182668,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040101,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000605652,NA,NA,NA,NA,NA,NA,NA,64,NA,29.998596,-95.182668,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110018904907,NA,ECHO/FRS,NA,Y,11953 FM 529 ROAD,SAFETY-KLEEN SYSTEMS,HOUSTON,HARRIS,TX,77041,29.880063,ADDRESS MATCHING-HOUSE NUMBER,-95.589565,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXR000059303,NA,NA,77041SFTYK11953,424710,NA,NA,NA,NA,NA,65,NA,29.880063,-95.589565,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110020515726,NA,SEMS,NA,Y,1 FERRY RD,U.S. COAST GUARD BASE GALVESTON,GALVESTON,GALVESTON,TX,775531912,29.3144,ADDRESS MATCHING-HOUSE NUMBER,-94.77058,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TX7690308377,NA,NA,NA,NA,NA,NA,NA,66,NA,29.3144,-94.77058,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110020583402,NA,SEMS,NA,Y,14000 MINETTA,MARCUS OIL & CHEMICAL EXPLOSION,HOUSTON,HARRIS,TX,77035,29.635552,0,-95.503094,0,0,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606572,NA,NA,NA,NA,NA,NA,NA,67,NA,29.635552,-95.503094,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021001253,NA,SEMS,NA,Y,MILEPOSE 6.08,UNION PACIFIC SEABROOK DERAILMENT,SEABROOK,HARRIS,TX,77586,29.59681,0,-95.03023,0,0,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606578,NA,NA,NA,NA,NA,NA,NA,68,NA,29.59681,-95.03023,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021001262,NA,SEMS,NA,Y,BAY AREA BLVD. & PORT RD.,UNION PACIFIC SHOREACRES DERAILMENT,SHOREACRES,HARRIS,TX,77571,29.61148,ADDRESS MATCHING-NEAREST INTERSECTION,-95.04774,200,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606580,NA,NA,NA,NA,NA,NA,NA,69,NA,29.61148,-95.04774,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021001832,NA,SEMS,NA,Y,COUNTY RD 128 & AMOCO RD.,BNSF HASTINGS DERAILMENT,HASTINGS,BRAZORIA,TX,77511,29.5031,0,-95.2694,0,0,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606586,NA,NA,NA,NA,NA,NA,NA,70,NA,29.5031,-95.2694,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021102493,NA,ECHO/FRS,NA,Y,11750 ALMEDA RD.,VALERO ALMEDA REFINED PRODS. TERMINAL,HOUSTON,HARRIS,TX,77045,29.64581,ADDRESS MATCHING-HOUSE NUMBER,-95.40679,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD055132716,NA,NA,77045LMDRF11750,424710,NA,NA,NA,NA,NA,71,NA,29.64581,-95.40679,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021138295,NA,EIS - Keep,NA,Y,2 MI N OF HWY 225 ON BATTLEGROUND RD,POLYPROPYLENE PLANT,DEER PARK,HARRIS,TX,77571,29.719999,UNKNOWN,-95.084717,0,AIR RELEASE STACK,0,12040104,NA,NA,6423111,0,NA,NA,NA,0,NA,NA,77536BPMCP1230B,325211,NA,NA,NA,NA,NA,72,NA,29.719999,-95.084717,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021360285,NA,EIS - Keep,NA,Y,1144 BUSCHONG,BUSCHONG RD FACILITY,HOUSTON,HARRIS,TX,77039,29.929493,ADDRESS MATCHING-HOUSE NUMBER,-95.370232,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,3689511,0,NA,NA,NA,0,NA,NA,77039RYLNS1144B,326121,NA,NA,NA,NA,NA,73,NA,29.929493,-95.370232,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110022266135,NA,SEMS,NA,Y,7707 WALLISVILLE ROAD,SUPERIOR PACKAGING AND DISTRIBUTING,HOUSTON,HARRIS,TX,77020-3607,29.78856,ADDRESS MATCHING-HOUSE NUMBER,-95.28634,30,CENTER OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,TXR05U422,NA,NA,NA,TXN000606604,NA,NA,NA,NA,NA,NA,NA,74,NA,29.78856,-95.28634,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110022436041,NA,SEMS,NA,Y,3100 S TERMINAL RD TERMINAL B ROOM,TRANSPORTATION SECURITY ADMINISTRATION,HOUSTON,HARRIS,TX,77032,29.985992,ADDRESS MATCHING-HOUSE NUMBER,-95.338303,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000607361,NA,NA,NA,NA,NA,NA,NA,75,NA,29.985992,-95.338303,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110022523964,NA,ECHO/FRS,NA,Y,1300 COASTWIDE DR,MIDSTREAM FUEL SERVICE LLC (GALVESTON),GALVESTON,GALVESTON,TX,77554,29.32483,ADDRESS MATCHING-BLOCK FACE,-94.7872,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,NA,NA,9131911,0,NA,NA,NA,TXD037773611,NA,NA,77554MDSTR13CAS,424710,NA,NA,NA,NA,NA,76,NA,29.32483,-94.7872,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110022814141,NA,SEMS,NA,Y,2 MILES S. OF FM 2917 ON FM 2004,INNOVENE FIRE AND EXPLOSION,ALVIN,BRAZORIA,TX,77511,29.22273,0,-95.19788,0,0,NA,12040204,NA,NA,NA,7826262,NA,NA,NA,NA,NA,TXN000606629,NA,NA,NA,NA,NA,NA,NA,77,NA,29.22273,-95.19788,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110024271786,NA,ECHO/FRS,NA,Y,15602 JACINTOPORT BOULEVARD,OILTANKING HOUSTON INC,HOUSTON,HARRIS,TX,77015,29.749389999999998,ADDRESS MATCHING-HOUSE NUMBER,-95.12361,30,CENTER OF A FACILITY OR STATION,TX0000004820100277,12040104,NA,1013399,4778111,1400020294,NA,TXG670263,NA,TXD074189549,NA,TX0000605407,0,424710,RN104343017,NA,NA,NA,NA,78,NA,29.749389999999998,-95.12361,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110025318136,NA,SEMS,NA,Y,HWY 90 AT GREEN'S BAYOU,BNSF GREEN'S BAYOU DERAILMENT,HOUSTON,HARRIS,TX,77049,29.82301,0,-95.23241,0,0,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606675,NA,NA,NA,NA,NA,NA,NA,79,NA,29.82301,-95.23241,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110027151935,NA,SEMS,NA,Y,8500 WEST RD.,BAYER FACILITY EXPLOSION,BAYTOWN,HARRIS,TX,77521,29.76497,0,-94.9071,0,0,NA,12040203,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606738,NA,NA,NA,NA,NA,NA,NA,80,NA,29.76497,-94.9071,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110031285231,NA,ECHO/FRS,NA,Y,9400 FM 1405 RD,TRIFECTA TRADING LLC,BAYTOWN,CHAMBERS,TX,77523,29.688122,NA,-94.891622,17630,NA,NA,12040203,NA,NA,NA,0,NA,NA,NA,TXR000077999,NA,NA,NA,493190,RN105921043,NA,NA,NA,NA,81,NA,29.688122,-94.891622,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110031443196,NA,ECHO,NA,Y,201 DOCK RD TANKS 511 AND 4002,WAYNE E GLENN ASSOCIATES INC,TEXAS CITY,GALVESTON,TX,77592,29.375474,ADDRESS MATCHING-HOUSE NUMBER,-94.898004,21910,NA,0,12040204,NA,NA,NA,0,0,NA,NA,TXR000077989,NA,NA,0,49319,NA,0,0,0,0,82,0,29.375474,-94.898004,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110031457466,NA,SEMS,NA,Y,2001 JACKSON ROAD,AGRIFOS PHOSPHORIC ACID RELEASE,HOUSTON,HARRIS,TX,77003,29.74585,ADDRESS MATCHING-HOUSE NUMBER,-95.36484,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606820,NA,NA,NA,NA,NA,NA,NA,83,NA,29.74585,-95.36484,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110031457484,NA,SEMS,NA,Y,OLD MAIN ST.,CENTERPOINT ENERGY OLD MAIN GAS RELEASE,HOUSTON,HARRIS,TX,77030,29.70723,ADDRESS MATCHING-BLOCK FACE,-95.40446,500,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,TXN000606822,NA,NA,NA,NA,NA,NA,NA,84,NA,29.70723,-95.40446,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110032884911,NA,FRS,NA,Y,8376 MONROE ROAD,EAST SITE BULK FUEL STORAGE FACILITY,HOUSTON,HARRIS,TX,77061,29.64814,ADDRESS MATCHING-HOUSE NUMBER,-95.265,30,CENTER OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,424710,RN103729513,NA,NA,NA,NA,85,NA,29.64814,-95.265,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110032884957,NA,ECHO/FRS,NA,Y,7220 JW PEAVY ST,HOUSTON ASPHALT TERMINAL,HOUSTON,HARRIS,TX,77011,29.74517,ADDRESS MATCHING-HOUSE NUMBER,-95.29252,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,"4777711,missing NEI",3600717502,NA,TXG670122,NA,TXR000080504,NA,NA,0,424710,RN102864204,NA,NA,NA,NA,86,NA,29.74517,-95.29252,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110032912258,NA,ECHO/FRS,NA,Y,3801 GTI BLVD. PELICAN ISLAND,PELICAN ISLAND STORAGE TERMINAL,GALVESTON,GALVESTON,TX,77554,29.318207,ADDRESS MATCHING-HOUSE NUMBER,-94.815093,150,PLANT ENTRANCE (GENERAL),TX0000004816700049,12040204,4816700049,NA,4900411,0,NA,NA,NA,TXD048153977,NA,NA,0,493190,RN100224120,NA,NA,NA,NA,87,NA,29.318207,-94.815093,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110032992215,NA,ECHO/FRS,NA,Y,12901 AMERICAN PETROLEUM ROAD,GALENA PARK,GALENA PARK,HARRIS,TX,77547,29.74735,INTERPOLATION-PHOTO,-95.20275,50,CENTER OF A FACILITY OR STATION,TX0000004820100062,12040104,4820100062,NA,6641911,0,NA,NA,NA,TXD002524874,NA,NA,77547DYNGY12801,424710,RN105488902,493190,NA,NA,NA,88,NA,29.74735,-95.20275,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110032992563,NA,ECHO,NA,Y,1313 W PASADENA FWY,SHELL OIL COMPANY,PASADENA,HARRIS,TX,77506,29.70891,ADDRESS MATCHING-HOUSE NUMBER,-95.22452,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,0,NA,NA,TXR000028233,NA,NA,0,42471,NA,0,0,0,0,89,0,29.70891,-95.22452,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110033585234,NA,ECHO/FRS,NA,Y,11650 ALMEDA RD,ALMEDA LPG FACILITY,HOUSTON,HARRIS,TX,77045,29.64827,ADDRESS MATCHING-HOUSE NUMBER,-95.40581,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100163,12040104,4820100163,NA,"7721211,missing NEI",0,NA,NA,NA,TXR000050005,NA,NA,0,424710,RN103059044,NA,NA,NA,NA,90,NA,29.64827,-95.40581,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110033706648,NA,FRS,NA,Y,711 W BAY AREA BLVD,JAM DISTRIBUTING COMPANY,WEBSTER,HARRIS,TX,77598,29.54363,ADDRESS MATCHING-HOUSE NUMBER,-95.13558,30,CENTER OF A FACILITY OR STATION,NA,12040204,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,424710,RN102992690,NA,NA,NA,NA,91,NA,29.54363,-95.13558,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110033861220,NA,ECHO/FRS,NA,Y,1755 FEDERAL RD,GREENSPORT INDUSTRIAL PARK,HOUSTON,HARRIS,TX,77015,29.758686,ADDRESS MATCHING-HOUSE NUMBER,-95.212892,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,0,NA,NA,7701WWTCNC1755F,424710,NA,NA,NA,NA,NA,92,NA,29.758686,-95.212892,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110033874911,NA,ECHO/FRS,NA,Y,18005 E HIGHWAY 225,GAS INNOVATIONS,LA PORTE,HARRIS,TX,77571,29.689222,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.033333,20,PLANT ENTRANCE (GENERAL),0,12040104,NA,NA,NA,0,NA,NA,NA,0,NA,NA,7757WGSNNV185EH,424710,NA,NA,NA,NA,NA,93,NA,29.689222,-95.033333,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110034068265,NA,FRS,NA,Y,13020 DONEGAL WAY,HOUSTON AREA OFFICE,HOUSTON,HARRIS,TX,77047,29.61903,ADDRESS MATCHING-HOUSE NUMBER,-95.36009,30,CENTER OF A FACILITY OR STATION,NA,12040104,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,424710,RN102274123,NA,NA,NA,NA,94,NA,29.61903,-95.36009,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110034285921,NA,FRS,NA,Y,23248 WOODY LN,DEGAR FUEL SYSTEMS INC,PORTER,MONTGOMERY,TX,77365,30.084,ADDRESS MATCHING-HOUSE NUMBER,-95.21561,50,ENTRANCE POINT OF A FACILITY OR STATION,NA,12040101,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,424710,RN104188198,NA,NA,NA,NA,95,NA,30.084,-95.21561,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
