X,Y,REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE8,FAC_ACCURA,REF_POINT_DESC,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,lon_match,lat_match
-95.40679,29.64581,110021102493,,ECHO/FRS,,Y,11750 ALMEDA RD.,VALERO ALMEDA REFINED PRODS. TERMINAL,HOUSTON,HARRIS,TX,77045,29.64581,ADDRESS MATCHING-HOUSE NUMBER,-95.40679,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD055132716,,,77045LMDRF11750,424710,,,,,,71,,29.64581,-95.40679,1,1
-95.084717,29.719999,110021138295,,EIS - Keep,,Y,2 MI N OF HWY 225 ON BATTLEGROUND RD,POLYPROPYLENE PLANT,DEER PARK,HARRIS,TX,77571,29.719999,UNKNOWN,-95.084717,0,AIR RELEASE STACK,0,12040104,,,6423111,0,,,,0,,,77536BPMCP1230B,325211,,,,,,72,,29.719999,-95.084717,1,1
-95.370232,29.929493,110021360285,,EIS - Keep,,Y,1144 BUSCHONG,BUSCHONG RD FACILITY,HOUSTON,HARRIS,TX,77039,29.929493,ADDRESS MATCHING-HOUSE NUMBER,-95.370232,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,3689511,0,,,,0,,,77039RYLNS1144B,326121,,,,,,73,,29.929493,-95.370232,1,1
-95.28634,29.78856,110022266135,,SEMS,,Y,7707 WALLISVILLE ROAD,SUPERIOR PACKAGING AND DISTRIBUTING,HOUSTON,HARRIS,TX,77020-3607,29.78856,ADDRESS MATCHING-HOUSE NUMBER,-95.28634,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,TXR05U422,,,,TXN000606604,,,,,,,,74,,29.78856,-95.28634,1,1
-95.338303,29.985992,110022436041,,SEMS,,Y,3100 S TERMINAL RD TERMINAL B ROOM,TRANSPORTATION SECURITY ADMINISTRATION,HOUSTON,HARRIS,TX,77032,29.985992,ADDRESS MATCHING-HOUSE NUMBER,-95.338303,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607361,,,,,,,,75,,29.985992,-95.338303,1,1
-94.7872,29.32483,110022523964,,ECHO/FRS,,Y,1300 COASTWIDE DR,MIDSTREAM FUEL SERVICE LLC (GALVESTON),GALVESTON,GALVESTON,TX,77554,29.32483,ADDRESS MATCHING-BLOCK FACE,-94.7872,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,9131911,0,,,,TXD037773611,,,77554MDSTR13CAS,424710,,,,,,76,,29.32483,-94.7872,1,1
-95.19788,29.22273,110022814141,,SEMS,,Y,2 MILES S. OF FM 2917 ON FM 2004,INNOVENE FIRE AND EXPLOSION,ALVIN,BRAZORIA,TX,77511,29.22273,0,-95.19788,0,0,,12040204,,,,7826262,,,,,,TXN000606629,,,,,,,,77,,29.22273,-95.19788,1,1
-95.12361,29.74939,110024271786,,ECHO/FRS,,Y,15602 JACINTOPORT BOULEVARD,OILTANKING HOUSTON INC,HOUSTON,HARRIS,TX,77015,29.74939,ADDRESS MATCHING-HOUSE NUMBER,-95.12361,30,CENTER OF A FACILITY OR STATION,TX0000004820100277,12040104,,1013399,4778111,1400020294,,TXG670263,,TXD074189549,,TX0000605407,0,424710,RN104343017,,,,,78,,29.74939,-95.12361,1,1
-95.23241,29.82301,110025318136,,SEMS,,Y,HWY 90 AT GREEN'S BAYOU,BNSF GREEN'S BAYOU DERAILMENT,HOUSTON,HARRIS,TX,77049,29.82301,0,-95.23241,0,0,,12040104,,,,0,,,,,,TXN000606675,,,,,,,,79,,29.82301,-95.23241,1,1
-94.9071,29.76497,110027151935,,SEMS,,Y,8500 WEST RD.,BAYER FACILITY EXPLOSION,BAYTOWN,HARRIS,TX,77521,29.76497,0,-94.9071,0,0,,12040203,,,,0,,,,,,TXN000606738,,,,,,,,80,,29.76497,-94.9071,1,1
-94.891622,29.688122,110031285231,,ECHO/FRS,,Y,9400 FM 1405 RD,TRIFECTA TRADING LLC,BAYTOWN,CHAMBERS,TX,77523,29.688122,,-94.891622,17630,,,12040203,,,,0,,,,TXR000077999,,,,493190,RN105921043,,,,,81,,29.688122,-94.891622,1,1
-94.898004,29.375474,110031443196,,ECHO,,Y,201 DOCK RD TANKS 511 AND 4002,WAYNE E GLENN ASSOCIATES INC,TEXAS CITY,GALVESTON,TX,77592,29.375474,ADDRESS MATCHING-HOUSE NUMBER,-94.898004,21910,,0,12040204,,,,0,0,,,TXR000077989,,,0,49319,,0,0,0,0,82,0,29.375474,-94.898004,1,1
-95.36484,29.74585,110031457466,,SEMS,,Y,2001 JACKSON ROAD,AGRIFOS PHOSPHORIC ACID RELEASE,HOUSTON,HARRIS,TX,77003,29.74585,ADDRESS MATCHING-HOUSE NUMBER,-95.36484,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000606820,,,,,,,,83,,29.74585,-95.36484,1,1
-95.40446,29.70723,110031457484,,SEMS,,Y,OLD MAIN ST.,CENTERPOINT ENERGY OLD MAIN GAS RELEASE,HOUSTON,HARRIS,TX,77030,29.70723,ADDRESS MATCHING-BLOCK FACE,-95.40446,500,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000606822,,,,,,,,84,,29.70723,-95.40446,1,1
-95.265,29.64814,110032884911,,FRS,,Y,8376 MONROE ROAD,EAST SITE BULK FUEL STORAGE FACILITY,HOUSTON,HARRIS,TX,77061,29.64814,ADDRESS MATCHING-HOUSE NUMBER,-95.265,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,424710,RN103729513,,,,,85,,29.64814,-95.265,1,1
-95.29252,29.74517,110032884957,,ECHO/FRS,,Y,7220 JW PEAVY ST,HOUSTON ASPHALT TERMINAL,HOUSTON,HARRIS,TX,77011,29.74517,ADDRESS MATCHING-HOUSE NUMBER,-95.29252,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"4777711,missing NEI",3600717502,,TXG670122,,TXR000080504,,,0,424710,RN102864204,,,,,86,,29.74517,-95.29252,1,1
-94.815093,29.318207,110032912258,,ECHO/FRS,,Y,3801 GTI BLVD. PELICAN ISLAND,PELICAN ISLAND STORAGE TERMINAL,GALVESTON,GALVESTON,TX,77554,29.318207,ADDRESS MATCHING-HOUSE NUMBER,-94.815093,150,PLANT ENTRANCE (GENERAL),TX0000004816700049,12040204,4816700049,,4900411,0,,,,TXD048153977,,,0,493190,RN100224120,,,,,87,,29.318207,-94.815093,1,1
-95.20275,29.74735,110032992215,,ECHO/FRS,,Y,12901 AMERICAN PETROLEUM ROAD,GALENA PARK,GALENA PARK,HARRIS,TX,77547,29.74735,INTERPOLATION-PHOTO,-95.20275,50,CENTER OF A FACILITY OR STATION,TX0000004820100062,12040104,4820100062,,6641911,0,,,,TXD002524874,,,77547DYNGY12801,424710,RN105488902,493190,,,,88,,29.74735,-95.20275,1,1
-95.22452,29.70891,110032992563,,ECHO,,Y,1313 W PASADENA FWY,SHELL OIL COMPANY,PASADENA,HARRIS,TX,77506,29.70891,ADDRESS MATCHING-HOUSE NUMBER,-95.22452,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXR000028233,,,0,42471,,0,0,0,0,89,0,29.70891,-95.22452,1,1
-95.40581,29.64827,110033585234,,ECHO/FRS,,Y,11650 ALMEDA RD,ALMEDA LPG FACILITY,HOUSTON,HARRIS,TX,77045,29.64827,ADDRESS MATCHING-HOUSE NUMBER,-95.40581,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100163,12040104,4820100163,,"7721211,missing NEI",0,,,,TXR000050005,,,0,424710,RN103059044,,,,,90,,29.64827,-95.40581,1,1
-95.13558,29.54363,110033706648,,FRS,,Y,711 W BAY AREA BLVD,JAM DISTRIBUTING COMPANY,WEBSTER,HARRIS,TX,77598,29.54363,ADDRESS MATCHING-HOUSE NUMBER,-95.13558,30,CENTER OF A FACILITY OR STATION,,12040204,,,,0,,,,,,,,424710,RN102992690,,,,,91,,29.54363,-95.13558,1,1
-95.212892,29.758686,110033861220,,ECHO/FRS,,Y,1755 FEDERAL RD,GREENSPORT INDUSTRIAL PARK,HOUSTON,HARRIS,TX,77015,29.758686,ADDRESS MATCHING-HOUSE NUMBER,-95.212892,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,7701WWTCNC1755F,424710,,,,,,92,,29.758686,-95.212892,1,1
-95.033333,29.689222,110033874911,,ECHO/FRS,,Y,18005 E HIGHWAY 225,GAS INNOVATIONS,LA PORTE,HARRIS,TX,77571,29.689222,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.033333,20,PLANT ENTRANCE (GENERAL),0,12040104,,,,0,,,,0,,,7757WGSNNV185EH,424710,,,,,,93,,29.689222,-95.033333,1,1
-95.36009,29.61903,110034068265,,FRS,,Y,13020 DONEGAL WAY,HOUSTON AREA OFFICE,HOUSTON,HARRIS,TX,77047,29.61903,ADDRESS MATCHING-HOUSE NUMBER,-95.36009,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,424710,RN102274123,,,,,94,,29.61903,-95.36009,1,1
-95.21561,30.084,110034285921,,FRS,,Y,23248 WOODY LN,DEGAR FUEL SYSTEMS INC,PORTER,MONTGOMERY,TX,77365,30.084,ADDRESS MATCHING-HOUSE NUMBER,-95.21561,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040101,,,,0,,,,,,,,424710,RN104188198,,,,,95,,30.084,-95.21561,1,1
-95.1697,29.59617,110034476243,,SEMS,,Y,12400 BRANTLY AVE,NASA ELLINGTON FIELD,HOUSTON,HARRIS,TX,770345522,29.59617,ADDRESS MATCHING-HOUSE NUMBER,-95.1697,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040204,,,,0,,TXR05AZ56,,,,TX2800024067,,,,,,,,96,,29.59617,-95.1697,1,1
-95.390028,29.706008,110035071686,,SEMS,,Y,2002 HOLCOMBE BLVD,VA MEDICAL CENTER,HOUSTON,HARRIS,TX,770304211,29.706008,ADDRESS MATCHING-HOUSE NUMBER,-95.390028,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,10525,,TXR15580O,,,,TX0000605392,,,,,,,,97,,29.706008,-95.390028,1,1
-94.93874,29.83112,110037287637,,SEMS,,Y,8000 PINE LAKE LANE,PINE LAKE ROAD DUMPING,BAYTOWN,HARRIS,TX,77521-9569,29.83112,ADDRESS MATCHING-HOUSE NUMBER,-94.93874,30,CENTER OF A FACILITY OR STATION,,12040203,,,,0,,,,,,TXN000606906,,,,,,,,98,,29.83112,-94.93874,1,1
-94.89377,29.855,110037527575,,FRS,,Y,1802 NORTH MAIN ST,ONEOK MONT BELVIEU STORAGE,MONT BELVIEU,CHAMBERS,TX,77523,29.855,ADDRESS MATCHING-HOUSE NUMBER,-94.89377,30,CENTER OF A FACILITY OR STATION,,12040203,,,5729411,0,,,,,,,,493190,RN100222207,,,,,99,,29.855,-94.89377,1,1
-95.018889,29.601111,110037985240,,EIS - Keep,,Y,STATE HIGHWAY 146 AND PORT RD,AMERICAN ACRYL PASADENA,LA PORTE,HARRIS,TX,77586,29.601111,0,-95.018889,0,0,0,12040204,,,10680011,0,,,,0,,,77507MRCNC4923B,325110,,,,,,100,,29.601111,-95.018889,1,1
-95.310191,29.679856,110039011654,,SEMS,,Y,5921 PLAINVIEW,SHARP PERFORMANCE CHEMICAL,HOUSTON,HARRIS,TX,77087-5130,29.679856,ADDRESS MATCHING-HOUSE NUMBER,-95.310191,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000606967,,,,,,,,101,,29.679856,-95.310191,1,1
-95.04774,29.92515,110039114375,,FRS,,Y,1919 CROSBY DAYTON RD,M D TOTCO ALICE FACILITY,CROSBY,HARRIS,TX,77532,29.92515,ADDRESS MATCHING-HOUSE NUMBER,-95.04774,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,493190,RN100915099,,,,,102,,29.92515,-95.04774,1,1
-95.70282,29.84741,110039147964,,SEMS,,Y,4949 GREENHOUSE ROAD,GREENHOUSE ROAD CHEMICAL FIRE,HOUSTON,HARRIS,TX,77084-5590,29.84741,ADDRESS MATCHING-HOUSE NUMBER,-95.70282,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607006,,,,,,,,103,,29.84741,-95.70282,1,1
-95.006279,29.733695,110039512284,,SEMS,,Y,500 BAYWARD DR,EXXON MOBIL BAYTOWN FIRE,BAYTOWN,HARRIS,TX,77520,29.733695,0,-95.006279,0,0,,12040203,,,,0,,,,,,TXD980809909,,,,,,,,104,,29.733695,-95.006279,1,1
-95.3429,29.69993,110039512319,,SEMS,,Y,4904 GRIGGS,HOUSTON METHANOL EXPLOSION,HOUSTON,HARRIS,TX,77021-3208,29.69993,ADDRESS MATCHING-HOUSE NUMBER,-95.3429,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607026,,,,,,,,105,,29.69993,-95.3429,1,1
-94.92117,29.74589,110040144331,,SEMS,,Y,6701 WEST BAY RD,"HP GAS PRODUCTS, INC.",BAYTOWN,CHAMBERS,TX,77523-8712,29.74589,ADDRESS MATCHING-HOUSE NUMBER,-94.92117,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040203,,,,0,,,,,,TXN000606680,,,,,,,,106,,29.74589,-94.92117,1,1
-95.461205,29.64863,110040146945,,SEMS,,Y,12200 SOUTH MAIN STREET,SOUTH MAIN DERAILMENT,HOUSTON,HARRIS,TX,77035,29.64863,ADDRESS MATCHING-HOUSE NUMBER,-95.461205,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607051,,,,,,,,107,,29.64863,-95.461205,1,1
-95.091106,29.35588,110040516689,,SEMS,,Y,12000 BLOCK OF HIGHWAY 6 NEAR F.M. 646,HITCH TRAIN,HITHCOCK,GALVESTON,TX,78069,29.35588,0,-95.091106,0,0,,12040204,,,,0,,,,,,TXN000607059,,,,,,,,108,,29.35588,-95.091106,1,1
-95.34286,29.77736,110040516705,,SEMS,,Y,1714 DAVIS ST.,MAY COOPERAGE,HOUSTON,HARRIS,TX,77026,29.77736,ADDRESS MATCHING-HOUSE NUMBER,-95.34286,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607066,,,,,,,,109,,29.77736,-95.34286,1,1
-95.36382,29.92904,110040873196,,EIS - Keep,,Y,14635 CHRISMAN RD,CHRISMAN RD FACILITY,HOUSTON,HARRIS,TX,77039,29.92904,ADDRESS MATCHING-HOUSE NUMBER,-95.36382,30,CENTER OF A FACILITY OR STATION,0,12040104,,,4057211,0,,,,0,,,77039RYLBT14635,326121,,,,,,110,,29.92904,-95.36382,1,1
-94.2383,29.7475,110040883808,,ECHO/FRS,,Y,25 MI SW OF PORT ARTHUR,BIG HILL STRATEGIC PETROLEUM RESERVE,WINNIE,JEFFERSON,TX,77665,29.7475,GPS CARRIER PHASE STATIC RELATIVE POSITION,-94.2383,18504,CENTER OF FACILITY,TX0000004824500097,12040201,4824500097,,6362511,0,,TX0092827,,TX3890336180,,TX3890336180,77665SDBGH2478A,424710,RN102336120,,,,,111,,29.7475,-94.2383,1,1
-95.07499,29.70916,110040905358,,EIS - Keep,,Y,6 MI N E OF DEER PARK E OF TX HWY 134 N OF TX HWY 225,LA PORTE PLANT,LA PORTE,HARRIS,TX,77571,29.70916,UNKNOWN,-95.07499,100,POINT WHERE SUBSTANCE IS RELEASED,0,12040104,,,4778011,0,,,,0,,,77572THDWCBATTL,325110,,,,,,112,,29.70916,-95.07499,1,1
-94.96888,29.42305,110040927067,,EIS - Keep,,Y,HWY 146 & INDUSTRIAL RD,ISP TEXAS CITY,TEXAS CITY,GALVESTON,TX,77539,29.42305,UNKNOWN,-94.96888,100,POINT WHERE SUBSTANCE IS RELEASED,0,12040204,,,4837611,0,,,,0,,,77598GFCHMPOBOX,325110,,,,,,113,,29.42305,-94.96888,1,1
-94.921407,29.824381,110040963053,,EIS - Keep,,Y,9500 IH 10 E IN BAYTOWN,CEDAR BAYOU PLANT,HOUSTON,HARRIS,TX,77521,29.824381,INTERPOLATION-SATELLITE,-94.921407,0,CENTER OF A FACILITY OR STATION,0,12040203,,,4056411,0,,,,0,,,77522CHVRN9500I,325110,,,,,,114,,29.824381,-94.921407,1,1
-95.04222,29.61972,110041043634,,EIS - Keep,,Y,11500 BAY AREA BLVD BAY AREA & CHOATE RD,KURARAY AMERICA EVALBU,PASADENA,HARRIS,TX,77507,29.61972,UNKNOWN,-95.04222,100,POINT WHERE SUBSTANCE IS RELEASED,0,12040204,,,4980911,0,,,,0,,,77507VLCMP11500,325211,,,,,,115,,29.61972,-95.04222,1,1
-95.325394,29.455269,110041231985,,EIS - Keep,,Y,22102 SH 6,ALCOHOL PURIFICATION & ESTERS,MANVEL,BRAZORIA,TX,77578,29.455269,0,-95.325394,0,0,0,12040204,,,3025611,0,,,,0,,,77578KSHNB22102,325110,,,,,,116,,29.455269,-95.325394,1,1
-95.23151,29.66201,110041501997,,EIS - Keep,,Y,300 CHRISTY PL.,GULF STATES ASPHALT CO  SOUTH HOUSTON PLANT,SOUTH HOUSTON,HARRIS,TX,77587,29.66201,ADDRESS MATCHING-HOUSE NUMBER,-95.23151,30,CENTER OF A FACILITY OR STATION,0,12040104,,,6697211,0,,,,0,,,77587GLFST300CH,324121,,,,,,117,,29.66201,-95.23151,1,1
-95.24859,29.773281,110041740382,,FRS,,Y,10230 EAST FWY,TNL SHELL,HOUSTON,HARRIS,TX,77029,29.773281,ADDRESS MATCHING-HOUSE NUMBER,-95.24859,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,,,424710,RN102793932,,,,,118,,29.773281,-95.24859,1,1
-94.89987,29.85872,110043457791,,SEMS,,Y,9602 FM 1942,MONT BELVIEU EXPLOSION,MONT BELVIEU,CHAMBERS,TX,77523,29.85872,ADDRESS MATCHING-HOUSE NUMBER,-94.89987,30,ENTRANCE POINT OF A FACILITY OR STATION,,12040203,,,,0,,,,,,TXN000607157,,,,,,,,119,,29.85872,-94.89987,1,1
-95.009207,29.604239,110043696685,,SEMS,,Y,"THE PORT OF HOUSTON, 12619 PORT RD.",SATELITE CHEMICAL TRAILER FIRE,SEABROOK,HARRIS,TX,77586,29.604239,ADDRESS MATCHING-HOUSE NUMBER,-95.009207,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040204,,,,0,,,,,,TXN000607176,,,,,,,,120,,29.604239,-95.009207,1,1
-95.342319,29.462465,110044213838,,SEMS,,Y,"20922 MORRIS AVE.,","LITHIUM POWERES TECHNOLOGIES, INC.",MANVEL,BRAZORIA,TX,77578,29.462465,ADDRESS MATCHING-HOUSE NUMBER,-95.342319,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040204,,,,0,,,,,,TXN000607270,,,,,,,,121,,29.462465,-95.342319,1,1
-94.820794,29.301993,110045016781,,SEMS,,Y,4900 BLK. OF OLD PORT INDUSTRIAL ROAD,GALVESTON BAY BIOFUELS TANK FIRE,GALVESTON,GALVESTON,TX,77554,29.301993,0,-94.820794,0,0,,12040204,,,,0,,,,,,TXN000607368,,,,,,,,122,,29.301993,-94.820794,1,1
-95.31188,29.67998,110045395078,,SEMS,,Y,5898 HEISER DRIVE,DELTA SPECIALITY FIRE,HOUTON,HARRIS,TX,77087,29.67998,ADDRESS MATCHING-HOUSE NUMBER,-95.31188,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607377,,,,,,,,123,,29.67998,-95.31188,1,1
-94.887303,29.771594,110045464519,,ECHO,,Y,233 DELTA PARKWAY,DELTA PETROLEUM COMPANY,BAYTOWN,CHAMBERS,TX,77523,29.771594,ADDRESS MATCHING-HOUSE NUMBER,-94.887303,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040203,,,,0,0,,,TXR000080171,,,7752WDLTBY223DE,49319,,424690,493190,0,0,124,0,29.771594,-94.887303,1,1
-94.823506,29.300662,110045617285,,SEMS,,Y,4800 PORT INDUSTRIAL BLVD,TEXAS INTERNATIONAL TERMINALS,GALVESTON,GALVESTON,TX,77551,29.300662,ADDRESS MATCHING-HOUSE NUMBER,-94.823506,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040204,,,,0,,,,,,TX0000605410,,,,,,,,125,,29.300662,-94.823506,1,1
-95.33876,29.82116,110046120684,,SEMS,,Y,6800 BREWSTER,ATLAS SMELTING & REFINING CO.,HOUSTON,HARRIS,TX,77093,29.82116,ADDRESS MATCHING-HOUSE NUMBER,-95.33876,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607386,,,,,,,,126,,29.82116,-95.33876,1,1
-95.30948,29.76508,110046120808,,SEMS,,Y,1231 HAHLO STREET,SUPPLY PRO FIRE,HOUSTON,HARRIS,TX,77020,29.76508,ADDRESS MATCHING-HOUSE NUMBER,-95.30948,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607443,,,,,,,,127,,29.76508,-95.30948,1,1
-95.04343,29.68997,110046248208,,ECHO,,Y,11935 HIGHWAY 225 SENS RD ROOM 2,DHL WAREHOUSE SECTION HP,LA PORTE,HARRIS,TX,77571,29.68997,ADDRESS MATCHING-HOUSE NUMBER,-95.04343,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXR000080066,,,0,49319,,0,0,0,0,128,0,29.68997,-95.04343,1,1
-95.39162,29.67204,110054317422,,EIS - Keep,,Y,2434 HOLMES RD,POLYNT COMPOSITES USA - HOUSTON,HOUSTON,HARRIS,TX,77051,29.67204,ADDRESS MATCHING-HOUSE NUMBER,-95.39162,30,CENTER OF A FACILITY OR STATION,0,12040104,,,14747811,0,,,,0,,,77051FRMNC2434H,325211,,,,,,129,,29.67204,-95.39162,1,1
-95.05785,29.83742,110055045892,,SEMS,,Y,N. MAIN ST. & HIGHLAND SHORES RD.,NORTH HIGHLANDS GROUNDWATER,HIGHLANDS,HARRIS,TX,77562,29.83742,ADDRESS MATCHING-NEAREST INTERSECTION,-95.05785,200,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607507,,,,,,,,130,,29.83742,-95.05785,1,1
-95.067028,29.711089,110056494217,,ECHO,,Y,1836 MILLER CUT OFF RD,BATTLEGROUND OIL SPECIALITY TERMINAL,LA PORTE,HARRIS,TX,77571,29.711089,ADDRESS MATCHING-HOUSE NUMBER,-95.067028,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,17088111,0,TX0133540,,,TXR000081629,,,0,49319,,0,0,0,0,131,0,29.711089,-95.067028,1,1
-95.188229,29.755413,110058289784,,ECHO/FRS,,Y,13609 INDUSTRIAL ROAD,GREENS PORT CRUDE BY RAIL TERMINAL,HOUSTON,HARRIS,TX,77015,29.755413,ADDRESS MATCHING-HOUSE NUMBER,-95.188229,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,7701WGRNSP1369I,424710,,,,,,132,,29.755413,-95.188229,1,1
-95.37619,29.69396,110060261041,,ECHO/FRS,,Y,3310 ALICE ST,AJ HURT JR INC DBA THE HURT CO,HOUSTON,HARRIS,TX,77021,29.69396,ADDRESS MATCHING-HOUSE NUMBER,-95.37619,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,7702WJHRTJ331AL,424710,,,,,,133,,29.69396,-95.37619,1,1
-95.16848,29.743456,110063890847,,ECHO/FRS,,Y,1030 ETHYL RD,INTERCONTINENTAL TERMINALS PASADENA TERMINAL,PASADENA,HARRIS,TX,77503,29.743456,ADDRESS MATCHING-HOUSE NUMBER,-95.16848,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820102008,12040104,,,,0,,,,TXR000083046,,,0,493190,,,,,,134,,29.743456,-95.16848,1,1
-95.212386,29.247178,110063953164,,EIS - Keep,,Y,LOCATED ON FM 2917 APPROX 8 MI S OF INTX OF TX HWY 35 AND FM 2917,LAB CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.247178,0,-95.212386,0,0,0,12040204,,,16872411,0,,,,0,,,0,325180,,,,,,135,,29.247178,-95.212386,1,1
-95.256873,29.732575,110063955411,,EIS - Keep,,Y,9702 CLINTON DR,HOUSTON ASPHALT TERMINAL,HOUSTON,HARRIS,TX,77029,29.732575,ADDRESS MATCHING-HOUSE NUMBER,-95.256873,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,16623211,0,,,,0,,,7702WVLRHS974CL,324121,,,,,,136,,29.732575,-95.256873,1,1
-95.055467,29.647139,110063955420,,EIS - Keep,,Y,11450 W FARIRMONT PKWY,LA PORTE SMR,LA PORTE,HARRIS,TX,77507,29.647139,0,-95.055467,0,0,0,12040204,,,16636311,0,,,,0,,,0,325120,,,,,,137,,29.647139,-95.055467,1,1
-95.65068,29.73553,110064000502,,SEMS,,Y,15150 WESTHEIMER PKWY,HOUSTON ORGANIZATION MAINTENANCE SHOP #36,HOUSTON,HARRIS,TX,77082,29.73553,ADDRESS MATCHING-HOUSE NUMBER,-95.65068,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TX0211848408,,,,,,,,138,,29.73553,-95.65068,1,1
-94.78804,29.32196,110064013099,,ECHO/FRS,,Y,200 PENNZOIL ROAD,MARTIN OPERATING PARTNERSHIP LP GALVESTON DOCK,GALVESTON,GALVESTON,TX,77553,29.32196,ADDRESS MATCHING-HOUSE NUMBER,-94.78804,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXR000079899,,,0,424710,,,,,,139,,29.32196,-94.78804,1,1
-95.36619,29.93489,110064068093,,FRS,,Y,12325 N. FREEWAY,HOUSTON TERMINAL,HOUSTON,HARRIS,TX,77032,29.93489,ADDRESS MATCHING-BLOCK FACE,-95.36619,500,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,7907411,0,,,,,,,,424710,,,,,,140,,29.93489,-95.36619,1,1
-95.07028,29.75472,110064118761,,FRS,,Y,850 INDEPENDENCE PKWY N,HOUSTON MARINE SERVICES BAYTOWN TERMINAL,BAYTOWN,HARRIS,TX,77520,29.75472,0,-95.07028,0,0,,12040104,,,,0,,,,,,,,424710,RN102074739,,,,,141,,29.75472,-95.07028,1,1
-95.36619,29.93489,110064203115,,ECHO/FRS,,Y,8700 N. FREEWAY,"WHITE OAK OPERATING COMPANY, LLC",HOUSTON,HARRIS,TX,77037,29.93489,ADDRESS MATCHING-BLOCK FACE,-95.36619,1000,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77037XXNCS8700N,424710,,,,,,142,,29.93489,-95.36619,1,1
-95.234371,29.510125,110064303828,,ECHO/FRS,,Y,18410 W CLOVER LANE,THIRD COAST PACKAGING,FRIENDSWOOD,GALVESTON,TX,77546,29.510125,,-95.234371,81711,,0,12040204,,,,0,,TXR05CX54,,TXD988051231,,,0,493190,RN102326501,,,,,143,,29.510125,-95.234371,1,1
